id,no,name,latitude,longitude,bearing
1360,F04706,Templom tér,47.591438,18.929464,-74
1361,9541,Ady Endre út,47.436278,19.035478,-73
1362,62861,Dagály fürdő,47.53785,19.062428,-73
1363,64208,Szépvölgyi köz,47.541088,19.00194,-73
1364,F00626,Szentlélek tér H,47.539593,19.045207,-73
1365,F00908,Sárpatak utca,47.593332,19.117141,-73
1366,F01294,Blaha Lujza tér M (Népszínház utca),47.496151,19.071256,-73
1367,F01541,Határ út,47.466285,19.124821,-73
1368,F02346,Józsa Béla köz,47.509131,18.999858,-73
1369,F02527,Népfürdő utca / Árpád híd,47.536294,19.058868,-73
1370,F02583,Hajdú utca,47.531039,19.07556,-73
1371,F02608,Dózsa György út M,47.524817,19.062438,-73
1372,F03184,Beller Imre utca,47.554883,19.115895,-73
1373,F04376,Pék utca,47.442382,19.018056,-73
1374,8100,Pék utca,47.442184,19.018652,-72
1375,9588,Kuruclesi út,47.518001,18.985232,-72
1376,16729,Naphegy tér,47.49349,19.032783,-72
1377,73037,Széll Kálmán tér M,47.505964,19.0252,-72
1378,F00201,Füge utca,47.513933,19.027387,-72
1379,F00874,Zombori utca,47.571911,19.106591,-72
1380,F01296,Blaha Lujza tér M (Népszínház utca),47.496088,19.071534,-72
1381,F01301,II. János Pál pápa tér M,47.494666,19.077599,-72
1382,F01468,Valéria tér,47.464933,19.116099,-72
1383,F01914,Bolygó utca,47.450923,19.01647,-72
1384,F02182,Kosztolányi Dezső tér,47.475665,19.039952,-72
1385,F02517,Victor Hugo utca,47.518227,19.055824,-72
1386,F02543,Gyöngyösi utca,47.546207,19.0901,-72
1387,F04719,Kisfaludy utca,47.460281,18.952808,-72
1388,F04807,Kötő utca,47.460917,18.949518,-72
1389,8041,Tas vezér utca,47.478849,19.040827,-71
1390,9753,Blaha Lujza tér M (Népszínház utca),47.495999,19.071283,-71
1391,64210,Fenyőgyöngye,47.54037,19.005647,-71
1392,F00345,Heinrich István utca,47.539299,18.970955,-71
1393,F00356,Bükkfa utca,47.54646,18.960477,-71
1394,F00620,Szentlélek tér H,47.539802,19.04633,-71
1395,F02123,Vincellér utca,47.476663,19.03572,-71
1396,F02292,Apor Vilmos tér,47.491022,19.014087,-71
1397,F02443,Ordas út,47.49849,18.98057,-71
1398,F03594,Szent kereszt tér,47.481165,19.249511,-71
1399,F03843,Vajk utca,47.455751,19.185403,-71
1400,F04587,Faiskola utcai átjáró,47.490799,19.326692,-71
1401,F04739,Gyár utca,47.458333,18.906106,-71
1402,8289,Szilágyi utca,47.570877,19.11133,-70
1403,9555,Szilágyi utca,47.570571,19.112699,-70
1404,F02355,Fészek utca,47.511829,18.997249,-70
1405,F02503,Margitsziget / Árpád híd,47.537679,19.053728,-70
1406,F02509,Dráva utca,47.525897,19.057817,-70
1407,F02525,Népfürdő utca / Árpád híd,47.536348,19.059466,-70
1408,F03826,Csaba utca,47.454576,19.190135,-70
1409,F03827,Thököly út,47.448651,19.185752,-70
1410,F03845,Pestszentlőrinc vasútállomás (átjáró),47.456339,19.182938,-70
1411,8103,Rózsavölgy alsó,47.43828,19.030491,-69
1412,8736,Dániel út,47.512852,18.995009,-69
1413,F00001,Mihály utca,47.486079,19.034561,-69
1414,F00111,Rudas Gyógyfürdő,47.489273,19.046916,-69
1415,F00619,Szentlélek tér H,47.539883,19.045892,-69
1416,F01267,Kőbányai út / Könyves Kálmán körút,47.48674,19.106971,-69
1417,F01297,Blaha Lujza tér M (Népszínház utca),47.496071,19.071336,-69
1418,F01731,Eiffel Műhelyház,47.485009,19.113882,-69
1419,F02737,Szobránc köz,47.503336,19.103698,-69
1420,F02868,Nagy Lajos király útja / Czobor utca,47.522818,19.101156,-69
1421,F03437,Sági utca,47.473827,19.273136,-69
1422,F03832,Csörötnek utca,47.4496,19.182041,-69
1423,F04282,Jupiter utca,47.408324,19.062275,-69
1424,8036,Kőbányai út 31.,47.487461,19.104252,-68
1425,8802,Savoya Park,47.435847,19.042385,-68
1426,76397,Óbuda vasútállomás (Aranyhegyi út),47.570755,19.027745,-68
1427,109518,Vihorlát út,47.389241,19.100066,-68
1428,F00130,Ürömi utca,47.528172,19.033304,-68
1429,F00400,Templom utca (Kultúrkúria),47.564538,18.960194,-68
1430,F00634,Szélvész utca,47.531479,19.020342,-68
1431,F01264,Kőbányai út 31.,47.487632,19.10412,-68
1432,F01265,Kőbányai út / Könyves Kálmán körút,47.486524,19.108205,-68
1433,F01563,Egészségház,47.484126,19.116668,-68
1434,F01620,Sörgyár,47.491941,19.144346,-68
1435,F01781,Terebesi utca,47.494246,19.140449,-68
1436,F01892,Balatoni út,47.444573,19.005406,-68
1437,F02049,Ajnácskő utca,47.473656,19.025517,-68
1438,F02154,Budafoki út / Karinthy Frigyes út,47.476025,19.053457,-68
1439,F02808,Öv utca / Egressy út,47.526763,19.136628,-68
1440,F02967,Kerékgyártó utca,47.521278,19.106266,-68
1441,F03300,Ostoros út 61.,47.523693,19.208176,-68
1442,F03512,Oroszvár utca,47.474461,19.270897,-68
1443,9481,Kerékgyártó utca,47.521341,19.105562,-67
1444,9592,Kőbánya-Kispest P+R,47.46421,19.145941,-67
1445,11725,Rákoskeresztúr városközpont,47.479815,19.255331,-67
1446,56124,Citronella utca,47.571696,19.006817,-67
1447,F00368,Széchenyi utca,47.547714,18.954457,-67
1448,F00436,Égető utca,47.604054,19.052418,-67
1449,F00760,Iglói utca,47.572752,19.103172,-67
1450,F00925,Jászai Mari tér,47.513099,19.048177,-67
1451,F02147,Tas vezér utca,47.478818,19.040577,-67
1452,F02352,Moholy-Nagy Művészeti Egyetem,47.516628,18.990066,-67
1453,F02869,Nagy Lajos király útja / Czobor utca,47.522386,19.102443,-67
1454,F02901,Kassai tér,47.523539,19.098753,-67
1455,F04185,II. Rákóczi Ferenc út,47.422921,19.067633,-67
1456,7997,Budatétény vasútállomás (Campona),47.405972,19.014129,-66
1457,82623,Rózsakert utca / Minta utca,47.403236,19.009361,-66
1458,F00228,Szemlőhegy utca,47.516919,19.027798,-66
1459,F00627,Szentlélek tér H,47.539694,19.045773,-66
1460,F01543,Kőbánya-Kispest,47.46393,19.147412,-66
1461,F03796,Kupeczky János utca,47.42483,19.230107,-66
1462,F04070,Eperjes utca,47.429442,19.129932,-66
1463,F04379,Rózsavölgy alsó,47.438409,19.03036,-66
1464,8951,Béke tér,47.430006,19.215624,-65
1465,38688,Kőbánya-Kispest M,47.463226,19.148266,-65
1466,F01282,Népliget,47.475479,19.099291,-65
1467,F01557,II. kapu,47.491551,19.123909,-65
1468,F01733,Eiffel Műhelyház,47.485136,19.112914,-65
1469,F01870,Felsőcsatári út,47.458019,19.176418,-65
1470,F02293,Apor Vilmos tér,47.491139,19.013556,-65
1471,F02617,Lehel tér M,47.517271,19.06063,-65
1472,F02837,Bosnyák tér,47.519701,19.111681,-65
1473,F03099,Sztárai Mihály tér,47.539822,19.128991,-65
1474,F03499,Kucorgó tér,47.469134,19.294512,-65
1475,F03508,Vecsey Ferenc utca,47.470547,19.289664,-65
1476,F03544,Kis utca,47.483315,19.238918,-65
1477,F03574,Olcsva utca,47.468084,19.30163,-65
1478,F03693,Csévéző utca,47.452922,19.196787,-65
1479,F03746,Felsőcsatári köz,47.456346,19.1766,-65
1480,F04817,Solymár téglagyári bekötőút,47.587733,18.992841,-65
1481,8269,Delej utca,47.484694,19.096209,-64
1482,9138,Csillagmotor köz,47.471018,19.221893,-64
1483,42934,Soroksár BILK,47.378287,19.121299,-64
1484,56168,Cserszömörce utca [4],47.582575,19.026017,-64
1485,64093,Akácfa körút,47.344229,19.033185,-64
1486,F00102,Szarvas tér,47.492492,19.042355,-64
1487,F00126,Virág Benedek utca,47.530635,19.027062,-64
1488,F00151,Baba utca,47.524228,19.013255,-64
1489,F00290,Fenyves utca,47.523334,19.002248,-64
1490,F00331,Csibor utca,47.53669,18.969139,-64
1491,F00447,Hősök tere,47.598101,19.043988,-64
1492,F01240,Bláthy Ottó utca,47.483497,19.099737,-64
1493,F01533,Sporttelep,47.478759,19.113662,-64
1494,F01970,Albertfalva vasútállomás,47.441603,19.034191,-64
1495,F02391,Óra út,47.504642,18.997964,-64
1496,F02406,Ráth György utca,47.500027,19.020717,-64
1497,F03134,Thököly út,47.538251,19.133897,-64
1498,F03510,Tápióbicske utca,47.47236,19.278304,-64
1499,F03529,Lőrinci út (Szabadság utca),47.469986,19.237304,-64
1500,F03690,Iparvasút,47.436417,19.196966,-64
1501,F03884,Bajcsy-Zsilinszky út,47.433185,19.206501,-64
1502,F04392,Dózsa György út / Kamaraerdei út,47.422405,18.975725,-64
1503,50176,Pestszentlőrinc sorompó,47.422104,19.238366,-63
1504,F00062,Batthyány tér,47.507412,19.036739,-63
1505,F00175,Bölcsőde,47.523625,18.962055,-63
1506,F00195,Mechwart liget,47.511353,19.032247,-63
1507,F00264,Verecke lépcső,47.529019,19.004288,-63
1508,F00851,Attila utca,47.564018,19.082314,-63
1509,F01011,Kálvin tér M,47.490109,19.060783,-63
1510,F01565,Egészségház,47.484081,19.117318,-63
1511,F01577,Kőér utca,47.473762,19.135266,-63
1512,F01806,Sibrik Miklós út,47.467152,19.153022,-63
1513,F02091,Nagyszalonta köz,47.475512,19.003882,-63
1514,F02269,Csillebérc KFKI,47.48686,18.954419,-63
1515,F02423,Galántai utca,47.497192,19.014146,-63
1516,F03188,Ady Endre utca,47.535273,19.120771,-63
1517,F03558,Barátka utca,47.473344,19.230883,-63
1518,F03689,Iparvasút,47.436341,19.197042,-63
1519,F03805,Honvéd utca,47.434747,19.201893,-63
1520,F03822,Madarász utca,47.437835,19.192781,-63
1521,F03824,Madarász utca,47.43784,19.192591,-63
1522,F03854,Ungvár utca,47.431225,19.212261,-63
1523,F04832,Váci Mihály utca,47.596171,18.931261,-63
1524,7914,526. sor,47.4793,19.211468,-62
1525,40762,Határ út M,47.465339,19.127838,-62
1526,44126,Száva kocsiszín,47.466764,19.123039,-62
1527,F00128,Folyondár utca,47.529466,19.030077,-62
1528,F00269,Móricz Zsigmond Gimnázium,47.525387,19.009988,-62
1529,F00294,Gábor Áron utca,47.519642,19.010466,-62
1530,F00435,Pusztadombi utca,47.602488,19.056793,-62
1531,F00929,Jászai Mari tér,47.512532,19.050115,-62
1532,F01465,Pöttyös utca M,47.4688,19.117431,-62
1533,F01493,Ecseri út,47.471127,19.110331,-62
1534,F01547,Gyömrői út 105.,47.463169,19.163472,-62
1535,F01859,Hungaropharma,47.482334,19.20337,-62
1536,F01878,Pöttyös utca,47.468557,19.117532,-62
1537,F02906,Róna park,47.535636,19.105701,-62
1538,F03787,Pestszentlőrinc Béke tér,47.428895,19.218855,-62
1539,F03806,Honvéd utca,47.435036,19.200806,-62
1540,F03817,Gyékény tér,47.430972,19.196364,-62
1541,F03856,Ungvár utca,47.431518,19.211331,-62
1542,F03886,Bajcsy-Zsilinszky út,47.433153,19.206498,-62
1543,F04784,Sebestyéndomb,47.571604,18.89885,-62
1544,9014,EGIS-telep (Szentjakab H),47.592911,19.284773,-61
1545,44125,Cinkota H,47.520032,19.22058,-61
1546,76394,Aranyvölgy vasútállomás,47.574337,19.016474,-61
1547,F00230,Zivatar utca,47.515607,19.031714,-61
1548,F00251,Pusztaszeri út 25.,47.527784,19.02847,-61
1549,F00351,Adyliget,47.547259,18.938264,-61
1550,F01234,Semmelweis Klinikák M,47.482334,19.080113,-61
1551,F01258,Vajda Péter utca (Villám utca),47.482443,19.10284,-61
1552,F01496,Ecseri út M,47.470872,19.111862,-61
1553,F01582,Diósgyőri utca,47.470562,19.143843,-61
1554,F01585,Újhegyi út,47.465396,19.157601,-61
1555,F02366,Hadik András utca,47.509812,18.994574,-61
1556,F02810,Szugló utca / Cinkotai út,47.526862,19.127523,-61
1557,F03020,Géza fejedelem tér,47.56858,19.117919,-61
1558,F03303,Csókakő utca,47.521794,19.215712,-61
1559,F03514,Mezőtárkány utca,47.477037,19.264182,-61
1560,F03713,Szarvas csárda tér,47.440218,19.185416,-61
1561,F03841,Tinódi utca,47.454673,19.168254,-61
1562,F03868,Rába utca,47.427793,19.221873,-61
1563,F04593,Pécel Kun József utca,47.477653,19.343128,-61
1564,76399,Aranyvölgy utca 14.,47.572096,19.021853,-60
1565,F00396,Szarvashegy utca,47.56925,18.948757,-60
1566,F00449,Tamás utca,47.599558,19.041169,-60
1567,F01797,Gyógyszergyár,47.472329,19.139137,-60
1568,F01909,Repülőgépes Szolgálat,47.447733,18.976817,-60
1569,F02170,Budaörsi út / Villányi út,47.4841,19.027041,-60
1570,F03016,Közvágóhíd tér,47.572182,19.124901,-60
1571,F04814,Ady Endre utca,47.434951,18.90683,-60
1572,8047,Lajosmizsei sorompó,47.450468,19.16141,-59
1573,8102,Rózsavölgy felső,47.44112,19.022627,-59
1574,8114,Mátyás király utca,47.404326,18.990746,-59
1575,9462,Tanító utca,47.435283,19.008714,-59
1576,9469,Alkotmány utca,47.43343,19.025932,-59
1577,48303,Diósdi út,47.433937,18.924939,-59
1578,56173,Mácsonya utca [5],47.583753,19.023743,-59
1579,61224,Zelk Zoltán út / Neszmélyi út,47.45859,19.018802,-59
1580,F00215,Pusztaszeri körönd,47.522826,19.017452,-59
1581,F00394,Solymári elágazás,47.566764,18.955273,-59
1582,F00732,Művelődési Központ,47.579782,19.109254,-59
1583,F01804,Vasgyár utca,47.468993,19.148005,-59
1584,F02339,Temes utca,47.506789,19.015112,-59
1585,F02341,Szent János Kórház,47.508712,19.009721,-59
1586,F02360,György Aladár utca,47.511457,18.989841,-59
1587,F03568,Nyomdok utca,47.466726,19.30547,-59
1588,F03718,Szarvas csárda tér,47.440489,19.18498,-59
1589,F03740,Tinódi utca,47.449728,19.163145,-59
1590,F03752,Margó Tivadar utca,47.448127,19.166821,-59
1591,F03760,Kondor Béla sétány,47.439151,19.166642,-59
1592,F03793,Gyergyó utca,47.426113,19.226228,-59
1593,F03836,Kemény Zsigmond utca,47.446053,19.171669,-59
1594,F03900,Corvin körút,47.461998,19.134504,-59
1595,F04005,Bocskai utca,47.459196,19.15798,-59
1596,F04031,Villanytelep,47.452622,19.156547,-59
1597,F04486,Barackos út / Angeli utca,47.400763,18.973979,-59
1598,8850,Mikszáth Kálmán utca,47.451162,19.176781,-58
1599,61278,Kelenföld vasútállomás M,47.464751,19.017791,-58
1600,F01666,Óhegy park,47.480143,19.140716,-58
1601,F01910,Repülőgépes Szolgálat,47.448485,18.975165,-58
1602,F02115,Alsóhegy utca,47.482941,19.03009,-58
1603,F02117,Alsóhegy utca,47.48284,19.030635,-58
1604,F02127,Szüret utca,47.480185,19.036537,-58
1605,F02128,Szüret utca,47.479955,19.037364,-58
1606,F02252,Pető Intézet (Villányi út),47.481864,19.032616,-58
1607,F03023,Dal utca,47.567292,19.120974,-58
1608,F03057,Beller Imre utca,47.561159,19.118853,-58
1609,F03212,Csömöri út,47.534814,19.181876,-58
1610,F03214,Kisszentmihály Baross utca,47.536708,19.17775,-58
1611,F03347,Péterke utca,47.533149,19.185692,-58
1612,F03377,Felsőmalom utca,47.526356,19.201305,-58
1613,F03553,513. utca,47.480427,19.227923,-58
1614,F03710,Thököly út,47.44259,19.180066,-58
1615,F03734,Lajosmizsei sorompó,47.450561,19.161323,-58
1616,F03749,Lakatos úti lakótelep,47.452271,19.174197,-58
1617,F03756,Margó Tivadar utca,47.447883,19.167603,-58
1618,F03765,Fiatalság utca,47.436554,19.172654,-58
1619,F03771,Baross utca,47.444475,19.175603,-58
1620,F03772,Baross utca,47.444349,19.175696,-58
1621,F03834,Kemény Zsigmond utca,47.446067,19.171902,-58
1622,F03902,Nyáry Pál utca,47.46232,19.133621,-58
1623,F03904,Árpád utca,47.454806,19.151374,-58
1624,F03929,Határ út M,47.46514,19.127219,-58
1625,F03934,Lehel utca,47.459824,19.139493,-58
1626,F03946,Kossuth tér,47.457745,19.144483,-58
1627,F03949,Kossuth tér,47.457727,19.144298,-58
1628,F03954,Fő utca,47.456627,19.14712,-58
1629,F03999,Kassa utca,47.43649,19.156243,-58
1630,9747,Ezred utca lakótelep,47.609007,19.101441,-57
1631,F00715,Megyeri út,47.579647,19.088983,-57
1632,F01783,Terebesi utca,47.494687,19.140349,-57
1633,F02551,Fiastyúk utca,47.540264,19.084783,-57
1634,F03142,Késmárk utca,47.529885,19.148963,-57
1635,F03296,Állás utca,47.529171,19.194832,-57
1636,F03390,Alsómalom utca,47.524957,19.204501,-57
1637,F03403,EGIS Gyógyszergyár,47.497081,19.224542,-57
1638,F03557,Rákoskeresztúr Aranylúd utca,47.471763,19.235335,-57
1639,F03707,Thököly út,47.44305,19.178755,-57
1640,F03761,Barta Lajos utca,47.437898,19.169516,-57
1641,F03890,Karton utca,47.434164,19.161593,-57
1642,F03906,Árpád utca,47.454906,19.150936,-57
1643,F03932,Lehel utca,47.459312,19.140826,-57
1644,F03996,Ipolyság utca,47.436112,19.151741,-57
1645,F04029,Villanytelep,47.452661,19.156209,-57
1646,F04782,13-as kilométerkő,47.567007,18.909824,-57
1647,61223,Neszmélyi út,47.460801,19.013867,-56
1648,64212,Selyemakác utca,47.543118,18.996373,-56
1649,F00211,Vend utca,47.521685,19.02048,-56
1650,F00530,Ürömhegyi út,47.577568,19.010637,-56
1651,F00933,Nyugati pályaudvar M,47.510274,19.056168,-56
1652,F01622,Sörgyár,47.492051,19.144505,-56
1653,F01906,Vasút utca,47.4463,18.975818,-56
1654,F02131,Iglói utca,47.483292,19.040535,-56
1655,F03064,Pöltenberg Ernő utca,47.553852,19.131656,-56
1656,F03144,Újpalota Szentmihályi út,47.542035,19.15135,-56
1657,F03217,Timur utca,47.531586,19.189238,-56
1658,F03500,Nyomdász utca,47.465497,19.308356,-56
1659,F03532,Lőrinci út,47.469683,19.236813,-56
1660,F03731,Bozsik Stadion,47.444145,19.155344,-56
1661,F03741,Tinódi utca,47.44984,19.163032,-56
1662,F03742,Hőerőmű,47.456437,19.164314,-56
1663,F03952,Fő utca,47.456546,19.147094,-56
1664,F04390,Balatoni út / Dózsa György út,47.419396,18.983428,-56
1665,7998,Budatétény vasútállomás (Campona),47.405711,19.014354,-55
1666,62521,Corvin-negyed M,47.486357,19.06885,-55
1667,99012,Budakeszi Tesco áruház,47.499502,18.915257,-55
1668,F00089,Mikó utca,47.498365,19.028997,-55
1669,F00750,Újpest Erdősor út,47.577842,19.10573,-55
1670,F00849,Mildenberger utca,47.572093,19.088419,-55
1671,F02348,Pető Intézet,47.511961,19.003999,-55
1672,F02482,Rendelőintézet,47.511176,19.00568,-55
1673,F02804,Egressy út / Vezér utca,47.519395,19.127215,-55
1674,F04249,Nyárfás utca,47.415237,19.080378,-55
1675,8241,Szőnyi út,47.526625,19.09622,-54
1676,50185,Vecsés Market Central Ferihegy,47.416726,19.251851,-54
1677,F00376,Szirom utca,47.55796,18.940333,-54
1678,F00539,Laborc utca,47.557758,19.015544,-54
1679,F00561,Királylaki út,47.549016,19.014833,-54
1680,F00756,Baross utca,47.577226,19.09378,-54
1681,F02785,Fischer István utca,47.515032,19.139741,-54
1682,F02811,Komócsy utca,47.521304,19.123275,-54
1683,F02946,Kerékgyártó utca,47.532298,19.117487,-54
1684,F03373,Szabadságtelep H,47.535325,19.204853,-54
1685,F03745,Csillag utca,47.457666,19.161405,-54
1686,F04291,Kossuth Lajos utca (Völgy utca),47.419153,19.066333,-54
1687,F04823,Mészégető,47.558727,18.921366,-54
1688,9289,Gergely utca,47.468754,19.154451,-53
1689,9309,Deák Ferenc tér M,47.49744,19.055729,-53
1690,78004,Széll Kálmán tér M,47.507124,19.023155,-53
1691,100837,Kőpor köz / Jutas utca [7],47.580964,19.018281,-53
1692,F00105,Döbrentei tér,47.491737,19.043373,-53
1693,F00271,Vöröstorony lépcső,47.531354,18.997248,-53
1694,F00541,Jablonka út 53.,47.558945,19.013152,-53
1695,F00757,Bucka utca,47.575003,19.098363,-53
1696,F01658,Gyula utca,47.461508,19.169172,-53
1697,F02276,Hó utca,47.486489,18.992236,-53
1698,F03011,Kosd utca,47.572034,19.130842,-53
1699,F03431,Bélatelepi út,47.450886,19.22468,-53
1700,F03912,Vas Gereben utca,47.439338,19.137941,-53
1701,F04205,Béke tér,47.417956,19.068665,-53
1702,F04377,Rózsavölgy felső,47.441043,19.023094,-53
1703,F01647,Kápolna utca,47.482256,19.130424,-52
1704,F02072,Telekes utca,47.473935,18.995871,-52
1705,F02413,Királyhágó tér,47.495745,19.018994,-52
1706,F03600,Homokiszőlők,47.456108,19.21507,-52
1707,F04209,Kölcsey utca,47.416025,19.072494,-52
1708,F04463,Terv utca,47.408037,19.002216,-52
1709,9022,Mogyoród H,47.595557,19.271513,-51
1710,9225,Noszlopy utca,47.471898,19.148435,-51
1711,16725,Rózsaliget,47.466591,19.15844,-51
1712,56165,Öregbükk utca [3],47.58102,19.030165,-51
1713,56175,Saroglya utca [6],47.584391,19.022254,-51
1714,61379,Maglód Auchan áruház,47.459205,19.332057,-51
1715,F00086,Krisztina tér,47.496621,19.032847,-51
1716,F00160,Nagyajtai utca,47.513548,19.003093,-51
1717,F00613,Flórián tér,47.541664,19.040088,-51
1718,F02062,Regős utca,47.465248,19.003555,-51
1719,F02064,Törökugrató utca,47.46683,19.000662,-51
1720,F02066,Szent Angyalok-templom,47.46924,18.996233,-51
1721,F02302,Sirály utca,47.489755,19.018002,-51
1722,F02338,Barabás Villa,47.505099,19.01863,-51
1723,F02733,Egressy út / Stefánia út,47.504768,19.099664,-51
1724,F02832,Bosnyák tér,47.519152,19.112637,-51
1725,F02999,Kanizsai Dorottya utca,47.582659,19.121877,-51
1726,F03012,Rákospalota Bogáncs utca,47.570332,19.134281,-51
